6//1710	0.3508771929824561%	272,329
219//1708	12.822014051522249%	59,361,381
360//1707	21.0896309314587%	162,320,329
368//1705	21.58357771260997%	220,320,155
4//1705	0.23460410557184752%	162,155,361
6//1702	0.3525264394829612%	219,329
7//1700	0.4117647058823529%	59,361,329
569//1699	33.49028840494408%	114,320,155,361,381,329
569//1699	33.49028840494408%	179,320,155,361,381,329
569//1699	33.49028840494408%	194,320,155,361,381,329
217//1698	12.779740871613663%	255,381
8//1698	0.4711425206124853%	293,155
578//1698	34.04004711425206%	356,320,155,361,381,329
569//1696	33.549528301886795%	310,320,155,361,381
572//1696	33.72641509433962%	103,320,155,381,329
269//1695	15.870206489675516%	193,155,361,381
570//1694	33.64817001180638%	222,320,155,361,381,329
359//1693	21.204961606615477%	290,320,155
358//1692	21.15839243498818%	303,320,155
571//1691	33.76700177409817%	121,320,381
5//1690	0.2958579881656805%	255,329
573//1689	33.92539964476021%	300,320,155,381
5//1688	0.2962085308056872%	111,329
357//1688	21.149289099526065%	310,320,155,361,329
569//1688	33.708530805687204%	156,320,155,361,381,329
57//1687	3.3787788974510966%	193,155,361,329
357//1686	21.17437722419929%	212,320,361
216//1685	12.818991097922849%	162,155,381
570//1683	33.8680926916221%	86,320,361,381
570//1683	33.8680926916221%	320,333,155,361,381,329
217//1682	12.901307966706302%	199,155,361,381
219//1680	13.035714285714286%	59,381,329
5//1677	0.2981514609421586%	85,361
4//1677	0.2385211687537269%	162,155,329
215//1677	12.820512820512821%	202,361,381,329
4//1676	0.2386634844868735%	174,155,361,329
358//1675	21.37313432835821%	86,320,361,329
217//1675	12.955223880597014%	229,155,361,381,329
5//1674	0.2986857825567503%	199,155,361,329
16//1669	0.9586578789694428%	201,361
569//1668	34.11270983213429%	310,320,155,381,329
269//1667	16.136772645470906%	193,155,381,329
571//1667	34.253149370125975%	119,320,361,381,329
569//1666	34.15366146458584%	212,320,381
214//1666	12.845138055222089%	292,155,361,381,329
569//1666	34.15366146458584%	313,320,155,361,381
360//1665	21.62162162162162%	216,320,155,361,329
214//1664	12.860576923076923%	144,381
569//1664	34.19471153846154%	190,320,155,381,329
570//1664	34.25480769230769%	44,320,155,361,381
569//1664	34.19471153846154%	320,238,155,361,381,329
215//1661	12.944009632751355%	121,155,381
217//1660	13.072289156626505%	168,361,381
357//1658	21.531966224366705%	212,320,329
2//1656	0.12077294685990338%	144,329
1//1656	0.06038647342995169%	212,155,361
569//1656	34.35990338164251%	239,320,381,329
570//1655	34.44108761329305%	86,320,381,329
217//1654	13.119709794437727%	199,155,381,329
569//1654	34.40145102781137%	320,155,318,361,381,329
569//1653	34.42226255293406%	320,155,281,361,381,329
5//1649	0.30321406913280774%	85,329
5//1649	0.30321406913280774%	40,329
359//1646	21.81044957472661%	184,320
569//1644	34.61070559610705%	50,320,155,361,381
569//1642	34.65286236297199%	320,155,165,361,381,329
16//1641	0.9750152346130408%	201,329
573//1641	34.91773308957953%	214,320,361,381
215//1637	13.133781307269395%	119,155,361,381,329
213//1636	13.01955990220049%	212,155,381
357//1636	21.82151589242054%	50,320,155,361,329
220//1635	13.45565749235474%	211,361,381
569//1635	34.801223241590215%	320,155,225,361,381,329
569//1634	34.82252141982864%	189,320,155,381
7//1633	0.4286589099816289%	172,155,361
361//1633	22.106552357624004%	214,320,361,329
1//1628	0.06142506142506143%	212,155,329
363//1628	22.2972972972973%	183,320,155,361
8//1627	0.49170251997541486%	211,361,329
213//1626	13.099630996309964%	239,155,381,329
217//1626	13.345633456334564%	89,155,381,329
357//1626	21.95571955719557%	189,320,155,329
5//1624	0.3078817733990148%	173,361
214//1621	13.201727328809376%	232,155,361,381,329
363//1620	22.40740740740741%	59,320
569//1619	35.14515132798024%	265,320,155,361,381
570//1618	35.22867737948084%	230,320,155,361,381
359//1617	22.20160791589363%	202,320,361
569//1617	35.188620902906614%	320,155,224,361,381,329
569//1616	35.210396039603964%	50,320,155,381,329
570//1616	35.272277227722775%	152,320,155,361,381
569//1615	35.23219814241486%	320,155,13,361,381,329
215//1614	13.32094175960347%	197,155,361,381
219//1613	13.577185368877867%	172,155,381
573//1613	35.52386856788593%	214,320,381,329
3//1611	0.186219739292365%	153,155
368//1611	22.842954686530106%	220,320,361
357//1611	22.160148975791433%	265,320,155,361,329
358//1610	22.236024844720497%	230,320,155,361,329
569//1609	35.36357986326911%	161,320,381
569//1608	35.385572139303484%	35,320,155,361,381
358//1608	22.263681592039802%	152,320,155,361,329
220//1607	13.690105787181082%	211,381,329
7//1605	0.43613707165109034%	172,155,329
214//1605	13.333333333333334%	178,361,381,329
8//1604	0.49875311720698257%	293,361
570//1604	35.53615960099751%	254,320,155,361,381
215//1603	13.412351840299438%	52,155,361,381,329
363//1600	22.6875%	183,320,155,329
357//1600	22.3125%	35,320,155,361,329
358//1598	22.403003754693366%	303,320,361
571//1597	35.75453976205385%	202,320,381
5//1596	0.3132832080200501%	173,329
569//1596	35.65162907268171%	269,320,155,361,381
358//1596	22.43107769423559%	254,320,155,361,329
216//1591	13.576367064739157%	162,361,381
569//1591	35.76367064739158%	265,320,155,381,329
7//1590	0.44025157232704404%	59,155
570//1590	35.84905660377358%	230,320,155,381,329
359//1589	22.592825676526118%	202,320,329
570//1588	35.89420654911839%	152,320,155,381,329
368//1583	23.246999368288062%	220,320,329
4//1583	0.2526847757422615%	162,361,329
12//1581	0.7590132827324478%	220,155,361
569//1581	35.9898798228969%	88,320,155,361,381
569//1580	36.0126582278481%	35,320,155,381,329
569//1580	36.0126582278481%	320,155,371,361,381,329
213//1579	13.489550348321723%	161,155,381
571//1579	36.16212792906903%	290,320,381
570//1578	36.12167300380228%	303,320,381
359//1577	22.764743183259352%	119,320,155,361
8//1576	0.5076142131979695%	293,329
359//1576	22.779187817258883%	231,320,155,361
570//1576	36.16751269035533%	254,320,155,381,329
569//1574	36.14993646759847%	310,320,361,381,329
269//1573	17.101080737444374%	193,361,381,329
357//1573	22.695486331849967%	88,320,155,361,329
359//1571	22.851686823679184%	290,320,329
2//1568	0.12755102040816327%	303,155,361
5//1567	0.3190810465858328%	245,155,361,329
357//1566	22.796934865900383%	239,320,155
358//1564	22.89002557544757%	273,320,361
216//1563	13.81957773512476%	162,381,329
358//1563	22.90467050543826%	237,320,155,361
570//1563	36.468330134357004%	320,155,160,361,381,329
219//1561	14.029468289557975%	284,155,361,381
217//1560	13.91025641025641%	199,361,381,329
571//1557	36.67308927424534%	119,320,155,381
571//1556	36.696658097686374%	231,320,155,381
357//1555	22.958199356913184%	29,320,155,361
12//1553	0.77269800386349%	220,155,329
7//1553	0.4507405022537025%	284,155,361,329
569//1553	36.638763683193815%	88,320,155,381,329
570//1551	36.7504835589942%	320,155,361,267,381,329
215//1549	13.879922530664945%	290,155,381
359//1549	23.17624273724984%	119,320,155,329
214//1548	13.824289405684755%	303,155,381
570//1547	36.845507433742725%	320,155,361,282,381,329
570//1546	36.86934023285899%	71,320,155,361,381
358//1545	23.171521035598705%	178,320,361
3//1545	0.1941747572815534%	204,155,361
570//1544	36.917098445595855%	273,320,381
213//1544	13.795336787564766%	310,155,361,381,329
570//1543	36.94102397926118%	237,320,155,381
5//1542	0.324254215304799%	168,155
213//1542	13.813229571984436%	212,361,381
571//1542	37.029831387808045%	320,155,361,341,381,329
3//1541	0.1946787800129786%	290,155,329
358//1538	23.27698309492848%	71,320,155,361,329
569//1535	37.068403908794785%	29,320,155,381
1//1534	0.0651890482398957%	212,361,329
219//1533	14.285714285714286%	284,155,381,329
574//1533	37.44292237442922%	227,320,361,381
214//1531	13.977792292619203%	86,361,381,329
6//1530	0.39215686274509803%	226,155,361
569//1530	37.189542483660134%	320,155,361,381,329,113
569//1529	37.21386527141923%	331,320,155,361,381
569//1529	37.21386527141923%	320,155,361,381,329,392
214//1528	14.00523560209424%	299,155,361,381,329
215//1526	14.089121887287025%	242,155,361,381,329
569//1526	37.2870249017038%	320,155,361,381,329,369
570//1525	37.377049180327866%	178,320,381
6//1523	0.3939592908732764%	10,329
12//1523	0.7879185817465528%	228,155,361
570//1523	37.42613263296126%	320,155,361,381,329,380
3//1522	0.19710906701708278%	184,361
569//1522	37.385019710906704%	50,320,361,381,329
357//1521	23.471400394477318%	331,320,155,361,329
569//1521	37.409598948060484%	320,155,361,381,329,117
219//1519	14.417379855167873%	172,361,381
570//1518	37.54940711462451%	71,320,155,381,329
569//1518	37.48353096179183%	346,320,155,361,381
358//1517	23.599208965062623%	178,320,329
3//1517	0.19775873434410018%	204,155,329
358//1516	23.614775725593667%	208,320,155,361
569//1516	37.53298153034301%	320,155,361,381,329,351
569//1515	37.557755775577554%	320,155,361,381,329,110
569//1515	37.557755775577554%	320,155,361,381,329,365
213//1514	14.068692206076618%	212,381,329
569//1512	37.63227513227513%	189,320,381,329
7//1511	0.4632693580410324%	172,361,329
570//1510	37.74834437086093%	251,320,155,381
357//1510	23.642384105960264%	346,320,155,361,329
361//1509	23.92312789927104%	247,320,155,361,329
569//1507	37.757133377571336%	133,320,155,381,329
363//1506	24.10358565737052%	183,320,361,329
571//1505	37.94019933554817%	70,320,361,381
359//1504	23.86968085106383%	62,320,361,329
360//1503	23.952095808383234%	162,320
6//1502	0.3994673768308921%	226,155,329
569//1501	37.908061292471686%	331,320,155,381,329
215//1497	14.362057448229793%	153,381
569//1497	38.00935203740815%	265,320,361,381,329
7//1496	0.4679144385026738%	59,361
570//1496	38.101604278074866%	230,320,361,381,329
12//1495	0.802675585284281%	228,155,329
569//1495	38.06020066889632%	194,320,155,361,381
569//1495	38.06020066889632%	114,320,155,361,381
569//1495	38.06020066889632%	179,320,155,361,381
570//1494	38.15261044176707%	152,320,361,381,329
578//1494	38.68808567603748%	356,320,155,361,381
572//1492	38.33780160857909%	103,320,155,381
213//1492	14.276139410187668%	50,155,361,381,329
219//1491	14.688128772635816%	172,381,329
215//1490	14.429530201342281%	297,155,381
573//1490	38.45637583892618%	143,320,381,329
570//1490	38.25503355704698%	222,320,155,361,381
569//1490	38.18791946308725%	346,320,155,381,329
217//1489	14.573539288112828%	214,361,381,329
358//1488	24.059139784946236%	208,320,155,329
357//1487	24.008069939475455%	194,320,155,361,329
357//1487	24.008069939475455%	114,320,155,361,329
357//1487	24.008069939475455%	179,320,155,361,329
215//1487	14.4586415601883%	203,155,361,381,329
569//1486	38.2907133243607%	35,320,361,381,329
366//1486	24.629878869448184%	356,320,155,361,329
360//1484	24.258760107816713%	103,320,155,329
357//1484	24.056603773584907%	310,320,155,361
569//1484	38.34231805929919%	156,320,155,361,381
57//1483	3.8435603506405935%	193,155,361
213//1482	14.37246963562753%	189,155,381,329
570//1482	38.46153846153846%	254,320,361,381,329
358//1482	24.156545209176787%	222,320,155,361,329
216//1481	14.584740040513166%	167,155,381,329
359//1479	24.27315753887762%	121,320
570//1479	38.5395537525355%	320,333,155,361,381
361//1477	24.441435341909276%	300,320,155
219//1476	14.83739837398374%	59,381
7//1476	0.4742547425474255%	183,155,361,329
357//1476	24.1869918699187%	156,320,155,361,329
4//1473	0.27155465037338766%	162,155
215//1473	14.596062457569586%	202,361,381
4//1472	0.2717391304347826%	174,155,361
358//1471	24.33718558803535%	86,320,361
217//1471	14.751869476546567%	229,155,361,381
358//1471	24.33718558803535%	320,333,155,361,329
5//1470	0.3401360544217687%	199,155,361
7//1468	0.4768392370572207%	59,329
569//1467	38.78663940013633%	194,320,155,381,329
213//1467	14.519427402862986%	265,155,361,381,329
569//1467	38.78663940013633%	114,320,155,381,329
569//1467	38.78663940013633%	179,320,155,381,329
214//1466	14.597544338335608%	230,155,361,381,329
578//1466	39.427012278308325%	356,320,155,381,329
3//1465	0.20477815699658702%	202,361,329
359//1464	24.52185792349727%	195,320,329
569//1464	38.86612021857923%	310,320,155,381
214//1464	14.617486338797814%	152,155,361,381,329
269//1463	18.386876281613123%	193,155,381
5//1463	0.3417634996582365%	229,155,361,329
571//1463	39.02939166097061%	119,320,361,381
571//1462	39.05608755129959%	231,320,361,381
214//1462	14.6374829001368%	292,155,361,381
570//1462	38.98768809849521%	222,320,155,381,329
360//1461	24.640657084188913%	216,320,155,361
569//1460	38.97260273972603%	190,320,155,381
569//1460	38.97260273972603%	320,238,155,361,381
12//1459	0.8224811514736121%	220,361,329
569//1459	38.99931459904044%	88,320,361,381,329
357//1456	24.51923076923077%	310,320,155,329
213//1456	14.62912087912088%	35,155,361,381,329
569//1456	39.07967032967033%	156,320,155,381,329
57//1455	3.917525773195876%	193,155,329
359//1455	24.673539518900345%	119,320,361,329
357//1454	24.55295735900963%	212,320
214//1454	14.718019257221458%	303,361,381
2//1454	0.1375515818431912%	292,155,361,329
357//1454	24.55295735900963%	313,320,155,361
569//1452	39.18732782369146%	239,320,381
357//1452	24.58677685950413%	190,320,155,329
358//1452	24.65564738292011%	44,320,155,361
214//1452	14.738292011019285%	254,155,361,381,329
357//1452	24.58677685950413%	320,238,155,361,329
570//1451	39.28325292901447%	86,320,381
570//1451	39.28325292901447%	320,333,155,381,329
217//1450	14.96551724137931%	199,155,381
569//1450	39.241379310344826%	320,155,318,361,381
3//1449	0.2070393374741201%	121,155
570//1449	39.33747412008282%	237,320,361,381
569//1449	39.26846100759144%	320,155,281,361,381
5//1448	0.3453038674033149%	168,361
215//1445	14.878892733564014%	202,381,329
357//1444	24.722991689750693%	239,320,329
4//1444	0.2770083102493075%	174,155,329
358//1443	24.809424809424808%	86,320,329
217//1443	15.038115038115038%	229,155,381,329
5//1442	0.34674063800277394%	199,155,329
357//1442	24.75728155339806%	320,155,318,361,329
569//1441	39.48646773074254%	29,320,361,381
357//1441	24.77446217904233%	320,155,281,361,329
219//1439	15.218902015288394%	284,361,381,329
569//1438	39.56884561891516%	320,155,165,361,381
571//1435	39.79094076655052%	119,320,381,329
569//1434	39.6792189679219%	313,320,155,381
214//1434	14.923291492329149%	292,155,381,329
215//1433	15.003489183531054%	119,155,361,381
360//1433	25.12212142358688%	216,320,155,329
215//1432	15.013966480446927%	231,155,361,381
570//1432	39.80446927374302%	44,320,155,381
357//1432	24.93016759776536%	50,320,155,361
569//1432	39.73463687150838%	320,238,155,381,329
569//1431	39.762403913347306%	320,155,225,361,381
357//1430	24.965034965034967%	320,155,165,361,329
361//1429	25.262421273617914%	214,320,361
213//1429	14.90552834149755%	88,155,361,381,329
217//1428	15.196078431372548%	168,381
569//1428	39.84593837535014%	157,320,155,381
215//1427	15.066573230553608%	290,381,329
3//1425	0.21052631578947367%	119,155,361,329
1//1424	0.0702247191011236%	212,155
570//1424	40.02808988764045%	71,320,361,381,329
8//1423	0.5621925509486999%	211,361
3//1423	0.21082220660576248%	204,361,329
357//1423	25.087842586085735%	320,155,225,361,329
213//1422	14.978902953586498%	239,155,381
217//1422	15.260196905766525%	89,155,381
357//1422	25.10548523206751%	189,320,155
569//1422	40.014064697609%	320,155,318,381,329
569//1421	40.04222378606615%	320,155,281,381,329
214//1420	15.070422535211268%	273,361,381
214//1419	15.081042988019732%	237,155,361,381
569//1418	40.12693935119887%	243,320,361,381,329
214//1417	15.102328863796753%	232,155,361,381
569//1415	40.21201413427562%	320,155,150,361,381
1//1414	0.07072135785007072%	239,155,329
5//1414	0.3536067892503536%	89,155,329
215//1414	15.205091937765205%	244,361,381,329
215//1413	15.21585279547063%	207,155,361,381,329
569//1413	40.2689313517339%	320,155,224,361,381
569//1412	40.29745042492918%	50,320,155,381
213//1411	15.095676824946846%	29,155,361,381
569//1411	40.3260099220411%	320,155,13,361,381
569//1410	40.354609929078016%	320,155,165,381,329
573//1409	40.66713981547196%	214,320,381
2//1409	0.14194464158977999%	232,155,361,329
569//1409	40.38325053229241%	320,155,287,361,381
6//1408	0.42613636363636365%	226,361,329
357//1407	25.37313432835821%	265,320,155,361
569//1407	40.440653873489694%	331,320,361,381,329
358//1406	25.462304409672832%	230,320,155,361
215//1405	15.302491103202847%	119,155,381,329
357//1405	25.409252669039144%	320,155,224,361,329
358//1404	25.498575498575498%	152,320,155,361
357//1404	25.427350427350426%	50,320,155,329
220//1403	15.680684248039915%	211,381
357//1403	25.445473984319317%	320,155,13,361,329
569//1403	40.555951532430505%	320,155,225,381,329
3//1402	0.21398002853067047%	197,155,361
7//1401	0.49964311206281226%	172,155
361//1401	25.767309064953604%	214,320,329
214//1401	15.274803711634547%	178,361,381
12//1401	0.8565310492505354%	228,361,329
358//1401	25.55317630264097%	320,155,257,361,329
358//1401	25.55317630264097%	320,155,171,361,329
215//1399	15.368120085775553%	52,155,361,381
357//1397	25.55476020042949%	161,320
569//1397	40.73013600572656%	320,155,177,381,329
363//1396	26.002865329512893%	183,320,155
357//1396	25.573065902578797%	35,320,155,361
569//1396	40.759312320916905%	346,320,361,381,329
8//1395	0.5734767025089605%	211,329
358//1394	25.681492109038736%	208,320,361,329
214//1394	15.351506456241033%	71,155,361,381,329
2//1393	0.14357501794687724%	178,361,329
358//1392	25.7183908045977%	254,320,155,361
569//1392	40.87643678160919%	320,155,148,381,329
3//1391	0.21567217828900073%	52,155,361,329
214//1389	15.406767458603312%	232,155,381,329
569//1387	41.02379235760635%	265,320,155,381
570//1386	41.125541125541126%	230,320,155,381
359//1385	25.92057761732852%	202,320
569//1385	41.08303249097473%	320,155,224,381,329
357//1384	25.794797687861273%	269,320,155,361
570//1384	41.1849710982659%	152,320,155,381
569//1383	41.14244396240058%	320,155,13,381,329
215//1382	15.557163531114327%	197,155,381
569//1381	41.20202751629254%	217,320,361,381,329
216//1380	15.652173913043478%	126,155,361,381,329
4//1379	0.290065264684554%	162,361
368//1379	26.68600435097897%	220,320
357//1379	25.888324873096447%	265,320,155,329
358//1378	25.979680696661827%	230,320,155,329
213//1377	15.468409586056644%	331,155,361,381,329
569//1376	41.35174418604651%	35,320,155,381
358//1376	26.017441860465116%	152,320,155,329
569//1376	41.35174418604651%	320,155,371,361,381
214//1373	15.586307356154407%	178,381,329
569//1373	41.442097596504006%	194,320,361,381,329
569//1373	41.442097596504006%	179,320,361,381,329
569//1373	41.442097596504006%	114,320,361,381,329
570//1372	41.54518950437318%	254,320,155,381
578//1372	42.12827988338192%	356,320,361,381,329
215//1371	15.681983953318746%	52,155,381,329
572//1370	41.75182481751825%	103,320,381,329
569//1370	41.53284671532847%	310,320,361,381
269//1369	19.64937910883857%	193,361,381
357//1369	26.077428780131484%	88,320,155,361
357//1368	26.096491228070175%	35,320,155,329
357//1368	26.096491228070175%	320,155,371,361,329
570//1368	41.666666666666664%	222,320,361,381,329
1//1367	0.07315288953913679%	161,155
359//1367	26.26188734455011%	290,320
358//1366	26.207906295754025%	303,320
213//1366	15.592972181551977%	346,155,361,381,329
215//1366	15.739385065885799%	274,155,361,381,329
2//1364	0.1466275659824047%	208,155,361,329
569//1364	41.71554252199414%	269,320,155,381
358//1364	26.24633431085044%	254,320,155,329
573//1363	42.03961848862803%	300,320,381
5//1363	0.36683785766691124%	245,155,361
357//1362	26.211453744493394%	310,320,361,329
569//1362	41.776798825256975%	156,320,361,381,329
57//1361	4.1880969875091845%	193,361,329
216//1359	15.894039735099337%	162,381
570//1359	41.94260485651214%	320,155,160,361,381
570//1357	42.004421518054535%	320,333,361,381,329
217//1356	16.002949852507374%	199,361,381
569//1354	42.023633677991135%	320,155,361,205,381
215//1353	15.890613451589061%	6,361,381
7//1352	0.5177514792899408%	164,361,329
4//1351	0.29607698001480387%	162,329
359//1351	26.572908956328646%	252,320,155,361
358//1351	26.498889711324946%	320,155,160,361,329
4//1350	0.2962962962962963%	174,361,329
12//1349	0.8895478131949592%	220,155
7//1349	0.5189028910303929%	284,155,361
569//1349	42.17939214232765%	88,320,155,381
217//1349	16.08598962194218%	229,361,381,329
5//1348	0.37091988130563797%	199,361,329
569//1348	42.210682492581604%	320,155,371,381,329
570//1347	42.3162583518931%	320,155,361,267,381
359//1345	26.691449814126393%	119,320,155
359//1344	26.711309523809526%	231,320,155
570//1343	42.44229337304542%	320,155,361,282,381
213//1343	15.860014892032762%	179,155,361,381,329
213//1343	15.860014892032762%	114,155,361,381,329
213//1343	15.860014892032762%	194,155,361,381,329
569//1342	42.399403874813714%	310,320,381,329
222//1342	16.5424739195231%	356,155,361,381,329
269//1341	20.05965697240865%	193,381,329
357//1341	26.62192393736018%	88,320,155,329
216//1340	16.119402985074625%	103,155,381,329
213//1340	15.895522388059701%	310,155,361,381
214//1340	15.970149253731343%	292,361,381,329
569//1340	42.46268656716418%	313,320,361,381
360//1339	26.8857356235997%	216,320,361,329
358//1339	26.736370425690815%	320,155,361,267,329
569//1338	42.526158445440956%	190,320,381,329
570//1338	42.600896860986545%	44,320,361,381
571//1338	42.67563527653214%	320,155,361,341,381
569//1338	42.526158445440956%	320,238,361,381,329
214//1338	15.994020926756352%	222,155,361,381,329
3//1337	0.2243829468960359%	290,155
2//1336	0.1497005988023952%	303,155
215//1335	16.10486891385768%	121,381
5//1335	0.37453183520599254%	245,155,329
358//1335	26.816479400749063%	320,155,361,282,329
358//1334	26.836581709145428%	71,320,155,361
217//1333	16.27906976744186%	300,155,381
358//1332	26.876876876876878%	273,320
1//1332	0.07507507507507508%	310,155,361,329
213//1332	15.99099099099099%	156,155,361,381,329
358//1331	26.897069872276482%	237,320,155
570//1331	42.82494365138993%	320,155,160,381,329
1//1330	0.07518796992481203%	212,361
568//1330	42.70676691729323%	320,155,361,381,329
359//1330	26.992481203007518%	320,155,361,341,329
219//1329	16.478555304740407%	284,155,381
217//1328	16.34036144578313%	199,381,329
569//1328	42.846385542168676%	320,318,361,381,329
214//1327	16.126601356443103%	86,361,381
569//1327	42.87867370007536%	320,281,361,381,329
214//1327	16.126601356443103%	333,155,361,381,329
218//1327	16.428033157498117%	233,155,361,381,329
569//1326	42.91101055806938%	320,155,361,381,113
569//1325	42.943396226415096%	320,155,361,381,392
214//1324	16.163141993957705%	299,155,361,381
357//1323	26.984126984126984%	29,320,155
215//1322	16.263237518910742%	242,155,361,381
569//1322	43.04084720121029%	320,155,361,381,369
7//1321	0.5299015897047691%	284,155,329
362//1321	27.403482210446633%	227,320,361
2//1319	0.1516300227445034%	86,361,329
570//1319	43.214556482183475%	320,155,361,381,380
570//1319	43.214556482183475%	320,155,267,381,329
569//1318	43.171471927162365%	50,320,361,381
357//1318	27.08649468892261%	320,155,361,329,113
357//1317	27.107061503416855%	331,320,155,361
569//1317	43.20425208807897%	320,155,361,381,117
357//1317	27.107061503416855%	320,155,361,329,392
2//1316	0.1519756838905775%	299,155,361,329
569//1316	43.2370820668693%	320,165,361,381,329
570//1315	43.346007604562736%	320,155,282,381,329
3//1314	0.228310502283105%	242,155,361,329
570//1314	43.37899543378995%	71,320,155,381
357//1314	27.168949771689498%	320,155,361,329,369
358//1313	27.265803503427264%	178,320
3//1313	0.2284843869002285%	204,155
213//1312	16.234756097560975%	310,155,381,329
569//1312	43.36890243902439%	320,155,361,381,351
215//1311	16.399694889397406%	119,361,381,329
569//1311	43.401983218916854%	320,155,361,381,110
358//1311	27.30739893211289%	320,155,361,329,380
569//1311	43.401983218916854%	320,155,361,381,365
213//1310	16.259541984732824%	212,381
213//1310	16.259541984732824%	313,155,361,381
357//1310	27.251908396946565%	50,320,361,329
571//1310	43.587786259541986%	320,155,341,381,329
4//1309	0.30557677616501144%	216,155,361,329
569//1309	43.46829640947288%	320,225,361,381,329
357//1309	27.272727272727273%	320,155,361,329,117
569//1308	43.50152905198777%	189,320,381
214//1308	16.36085626911315%	44,155,361,381
213//1308	16.28440366972477%	190,155,381,329
213//1308	16.28440366972477%	238,155,361,381,329
7//1307	0.5355776587605203%	172,361
358//1306	27.411944869831547%	71,320,155,329
357//1306	27.335375191424195%	346,320,155,361
361//1305	27.662835249042146%	247,320,155,361
357//1304	27.37730061349693%	320,155,361,329,351
569//1303	43.66845740598619%	133,320,155,381
216//1303	16.577129700690715%	357,155,361,381,329
357//1303	27.398311588641597%	320,155,361,329,110
357//1303	27.398311588641597%	320,155,361,329,365
1//1302	0.07680491551459294%	212,329
363//1302	27.880184331797235%	183,320,361
574//1301	44.11990776325903%	227,320,381
213//1300	16.384615384615383%	239,381,329
217//1300	16.692307692307693%	89,381,329
359//1300	27.615384615384617%	62,320,361
357//1300	27.46153846153846%	189,320,329
569//1300	43.76923076923077%	260,320,361,381
214//1299	16.474210931485757%	86,381,329
6//1298	0.4622496147919877%	226,155
358//1298	27.5808936825886%	251,320,155
569//1298	43.836671802773495%	320,155,381,329,113
213//1298	16.409861325115564%	155,318,361,381,329
569//1297	43.87047031611411%	331,320,155,381
569//1297	43.87047031611411%	320,155,381,329,392
213//1297	16.422513492675403%	155,281,361,381,329
214//1296	16.512345679012345%	299,155,381,329
357//1295	27.56756756756757%	133,320,155,329
214//1295	16.525096525096526%	232,361,381,329
358//1295	27.644787644787645%	234,320,361,329
215//1294	16.61514683153014%	242,155,381,329
569//1294	43.97217928902627%	320,155,381,329,369
359//1293	27.764887857695282%	70,320,361
569//1293	44.006187161639595%	265,320,361,381
217//1292	16.795665634674922%	17,155,381
570//1292	44.11764705882353%	230,320,361,381
12//1291	0.9295120061967467%	228,155
569//1291	44.07436096049574%	320,224,361,381,329
570//1291	44.15182029434547%	320,155,381,329,380
569//1290	44.10852713178294%	50,320,381,329
570//1290	44.18604651162791%	152,320,361,381
215//1290	16.666666666666668%	155,1,361,381,329
357//1289	27.69588828549263%	331,320,155,329
569//1289	44.14274631497285%	320,13,361,381,329
569//1289	44.14274631497285%	320,155,381,329,117
215//1288	16.69254658385093%	197,361,381
213//1288	16.53726708074534%	50,155,361,381
219//1287	17.016317016317018%	172,381
573//1286	44.556765163297044%	143,320,381
569//1286	44.2457231726283%	346,320,155,381
213//1286	16.56298600311042%	155,165,361,381,329
217//1285	16.88715953307393%	214,361,381
357//1285	27.782101167315176%	265,320,361,329
214//1285	16.653696498054476%	155,312,361,381,329
358//1284	27.881619937694705%	208,320,155
358//1284	27.881619937694705%	230,320,361,329
569//1284	44.31464174454829%	320,155,381,329,351
357//1283	27.825409197194077%	194,320,155,361
357//1283	27.825409197194077%	179,320,155,361
215//1283	16.757599376461418%	203,155,361,381
357//1283	27.825409197194077%	114,320,155,361
569//1283	44.34918160561185%	320,155,381,329,110
569//1283	44.34918160561185%	320,155,381,329,365
569//1282	44.38377535101404%	35,320,361,381
366//1282	28.549141965678626%	356,320,155,361
358//1282	27.92511700468019%	152,320,361,329
360//1280	28.125%	103,320,155
1//1280	0.078125%	50,155,361,329
7//1279	0.547302580140735%	172,329
213//1279	16.653635652853794%	155,225,361,381,329
3//1278	0.2347417840375587%	297,155
361//1278	28.247261345852895%	143,320,329
213//1278	16.666666666666668%	189,155,381
570//1278	44.60093896713615%	254,320,361,381
358//1278	28.012519561815335%	222,320,155,361
357//1278	27.934272300469484%	346,320,155,329
216//1277	16.91464369616288%	167,155,381
5//1277	0.39154267815191857%	214,361,329
361//1277	28.26938136256852%	247,320,155,329
215//1277	16.8363351605325%	52,361,381,329
3//1275	0.23529411764705882%	203,155,361,329
569//1275	44.627450980392155%	320,41,361,381,329
363//1274	28.49293563579278%	183,320,329
357//1274	28.021978021978022%	35,320,361,329
215//1274	16.875981161695446%	155,158,361,381,329
571//1273	44.85467399842891%	70,320,381
359//1272	28.22327044025157%	62,320,329
7//1272	0.550314465408805%	183,155,361
357//1272	28.066037735849058%	156,320,155,361
569//1272	44.73270440251572%	181,320,361,381
569//1272	44.73270440251572%	320,155,381,329,259
1//1270	0.07874015748031496%	189,155,329
569//1270	44.803149606299215%	269,320,361,381
358//1270	28.188976377952756%	254,320,361,329
4//1269	0.31520882584712373%	167,155,329
571//1267	45.06708760852407%	249,320,381
358//1267	28.25572217837411%	320,333,155,361
569//1265	44.980237154150196%	265,320,381,329
570//1264	45.09493670886076%	87,320,361,381
570//1264	45.09493670886076%	230,320,381,329
215//1264	17.009493670886076%	182,361,381,329
